video_name,frame_id,shed_decision
seed949563-1-train,146,True
seed949563-2-train,146,True
seed10484-3-train,149,True
seed949563-2-train,149,True
seed949563-3-train,150,True
seed949563-1-train,150,True
seed949563-0-train,150,True
seed10484-3-train,150,True
seed949563-2-train,150,True
seed10484-1-train,150,True
seed335500-0-train,150,True
seed949563-3-train,151,True
seed949563-1-train,151,True
seed949563-0-train,151,True
seed10484-3-train,151,True
seed949563-2-train,151,True
seed10484-1-train,151,True
seed335500-0-train,151,True
seed949563-3-train,152,True
seed949563-1-train,152,True
seed949563-0-train,152,True
seed10484-3-train,152,True
seed949563-2-train,152,True
seed10484-1-train,152,True
seed335500-0-train,152,True
seed949563-3-train,153,True
seed949563-1-train,153,True
seed949563-0-train,153,True
seed10484-3-train,153,True
seed949563-2-train,153,True
seed10484-1-train,153,True
